OBS,DATE,TIME,ID,ACTION,M,F,SAM,JV
JC,05/03/2019,08:00:00,7U9,CF,0,0,0,0
JC,05/03/2019,08:00:00,5K5,CF,0,0,0,0
JC,05/03/2019,08:10:00,5G2,F,0,0,0,0
JC,05/03/2019,08:20:00,5P8,T,0,0,0,0
JC,05/03/2019,08:20:00,4U2,R,0,0,0,0
JC,05/03/2019,08:30:00,3I3,CF,0,0,0,0
JC,05/03/2019,08:40:00,5P8,R,0,0,0,0
JC,05/03/2019,08:40:57,5B2,CF,0,0,0,0
JC,05/03/2019,08:50:00,5K5,CF,0,0,0,0
JC,05/03/2019,09:00:00,4L9,CF,0,0,0,0
JC,05/03/2019,09:10:00,7D2,NA,0,0,0,0
JC,05/03/2019,09:10:00,5B2,CF,0,0,0,0
JC,05/03/2019,09:20:00,2M3,R,0,0,0,0
JC,05/03/2019,09:30:00,97V,R,0,0,0,0
JC,05/03/2019,09:40:00,2Q9,CF,0,0,0,0
JC,05/03/2019,09:40:00,30Z,CF,0,0,0,0
JC,05/03/2019,09:50:00,3K4,CF,0,0,0,0
JC,05/03/2019,10:00:00,44T,CF,0,0,0,0
JC,05/03/2019,10:00:00,7Q8,F,0,0,0,0
JC,05/03/2019,10:10:00,,NA,0,0,0,0
JC,05/03/2019,10:20:00,,NA,0,0,0,0
JC,05/03/2019,10:30:09,5L1,F,0,0,0,0
JC,05/03/2019,10:40:00,3I3,CF,0,0,0,0
JC,06/03/2019,07:40:00,5B2,T,0,0,0,0
JC,06/03/2019,07:50:45,4I8,T,0,0,0,0
JC,06/03/2019,08:00:00,5R4,S,0,0,0,0
JC,06/03/2019,08:10:19,30L,T,0,0,0,0
JC,06/03/2019,08:20:00,2M3,CF,0,0,0,0
JC,06/03/2019,08:30:00,,NA,0,0,0,0
JC,06/03/2019,08:40:00,1T4,T,0,0,0,0
JC,06/03/2019,08:50:00,3I3,CF,0,0,0,0
JC,06/03/2019,08:50:00,4D3,CF,0,0,0,0
JC,06/03/2019,09:00:23,5D1,T,0,0,0,0
JC,06/03/2019,09:10:00,2I0,R,0,0,0,0
JC,06/03/2019,09:20:00,5L1,CF,0,0,0,0
JC,06/03/2019,09:30:00,9C8,F,0,0,0,0
JC,06/03/2019,09:40:00,4L9,T,0,0,0,0
JC,06/03/2019,09:50:00,4P8,CF,0,0,0,0
JC,06/03/2019,09:50:00,2Q9,T,0,0,0,0
JC,06/03/2019,10:00:00,7U9,CF,0,0,0,0
JC,06/03/2019,10:10:00,3R8,CF,0,0,0,0
JC,06/03/2019,10:10:00,3K4,CF,0,0,0,0
JC,06/03/2019,10:30:03,7J0,CF,0,0,0,0
JC,06/03/2019,10:40:00,5B2,R,0,0,0,0
JC,06/03/2019,10:50:00,8S6,T,0,0,0,0
JC,06/03/2019,11:00:00,3L7,F,0,0,0,0
JC,06/03/2019,12:20:00,5N5,R,0,0,0,0
JC,06/03/2019,12:30:42,4L9,S,0,0,0,0
JC,06/03/2019,12:40:00,4D3,S,0,0,0,0
JC,06/03/2019,12:50:00,3K4,S,0,0,0,0
JC,06/03/2019,13:00:00,97V,S,0,0,0,0
JC,06/03/2019,13:10:00,8D6,R,0,0,0,0
JC,06/03/2019,13:20:00,5G2,R,0,0,0,0
JC,06/03/2019,13:30:29,7S3,R,0,0,0,0
JC,06/03/2019,13:46:00,4D3,R,0,0,0,0
JC,06/03/2019,13:50:00,7H9,S,0,0,0,0
JC,06/03/2019,14:00:00,88T,R,0,0,0,0
SE,06/03/2019,08:00:18,,NA,0,0,0,0
SE,06/03/2019,08:09:18,7M8,R,0,0,0,0
SE,06/03/2019,08:22:31,33T,T,0,2,0,2
SE,06/03/2019,08:29:25,6K5,T,0,0,0,0
SE,06/03/2019,08:40:02,3I6,R,1,4,0,4
SE,06/03/2019,08:49:40,0I9,CF,0,3,0,0
SE,06/03/2019,08:59:51,7M8,CF,0,0,0,0
SE,06/03/2019,09:11:36,7M8,CF,0,0,0,0
SE,06/03/2019,09:19:38,3I9,T,0,0,0,0
SE,06/03/2019,09:30:05,,NA,0,0,0,0
SE,06/03/2019,09:39:42,6R3,F,0,0,0,0
SE,06/03/2019,09:50:24,,NA,0,0,0,0
SE,06/03/2019,10:00:08,9K9,R,0,0,2,0
SE,06/03/2019,10:09:36,8N5,F,0,0,0,0
SE,06/03/2019,10:20:30,9K9,F,0,0,0,0
SE,06/03/2019,10:31:00,3M2,T,0,0,0,0
SE,06/03/2019,10:40:18,8A7,R,1,0,0,0
SE,06/03/2019,10:49:57,33T,R,0,2,1,1
SE,06/03/2019,12:30:56,3I6,S,0,0,0,0
SE,06/03/2019,12:40:14,3I6,SX,0,0,0,0
SE,06/03/2019,12:51:19,,NA,0,0,0,0
SE,06/03/2019,13:01:35,8K1,R,0,0,0,0
SE,06/03/2019,13:09:55,,NA,0,0,0,0
SE,06/03/2019,13:19:47,8R6,R,0,0,0,0
SE,06/03/2019,13:30:34,,NA,0,0,0,0
SE,06/03/2019,13:40:27,1EE5,R,0,0,0,0
SE,06/03/2019,13:50:01,1B1,NA,0,0,0,0
SE,06/03/2019,14:00:46,0P9,NA,0,0,0,0
JC,07/03/2019,07:40:00,3R8,R,0,0,0,0
JC,07/03/2019,07:50:00,7A2,R,0,0,0,0
JC,07/03/2019,08:00:19,2M3,CF,0,0,0,0
JC,07/03/2019,08:10:00,2N1,CF,0,0,0,0
JC,07/03/2019,08:20:00,96Z,CF,0,0,0,0
JC,07/03/2019,08:30:30,97V,T,0,0,0,0
JC,07/03/2019,08:40:00,88T,CF,0,0,0,0
JC,07/03/2019,08:40:00,8D6,CF,0,0,0,0
JC,07/03/2019,08:50:00,,NA,0,0,0,0
JC,07/03/2019,09:00:01,5B2,R,0,0,0,0
JC,07/03/2019,09:10:00,4L9,R,0,0,0,0
JC,07/03/2019,09:20:00,4L9,T,0,0,0,0
JC,07/03/2019,09:30:00,2I0,R,0,0,0,0
JC,07/03/2019,09:40:00,8D6,R,0,0,0,0
JC,07/03/2019,09:50:03,3K4,R,0,0,0,0
JC,07/03/2019,10:00:00,1T4,S,0,0,0,0
JC,07/03/2019,10:10:00,5D1,R,0,0,0,0
JC,07/03/2019,10:20:00,4N3,R,0,0,0,0
JC,07/03/2019,10:30:12,3M9,S,0,0,0,0
JC,07/03/2019,10:40:06,7H9,T,0,0,0,0
SE,07/03/2019,07:39:40,0C7,R,0,0,0,0
SE,07/03/2019,07:52:00,6R3,R,0,0,0,0
SE,07/03/2019,07:59:38,1EE5,R,0,0,0,0
SE,07/03/2019,08:12:51,4G8,R,0,0,0,0
SE,07/03/2019,08:19:25,0G8,T,0,0,0,0
SE,07/03/2019,08:30:21,6EE6,T,0,0,0,0
SE,07/03/2019,08:41:50,,NA,0,0,0,0
SE,07/03/2019,08:43:18,8A7,T,0,0,0,0
SE,07/03/2019,08:49:26,6R3,CF,0,0,0,0
SE,07/03/2019,08:50:46,8R6,CF,0,0,0,0
SE,07/03/2019,09:00:36,2K6,CF,0,0,0,0
SE,07/03/2019,09:00:39,12O,CF,0,0,0,0
SE,07/03/2019,09:11:22,8R6,CF,0,0,0,0
SE,07/03/2019,09:21:17,61R,CF,0,0,0,0
SE,07/03/2019,09:29:21,4EE2,CF,0,0,0,0
SE,07/03/2019,09:39:35,3M8,T,0,0,0,0
SE,07/03/2019,09:49:37,3L1,R,0,0,0,0
SE,07/03/2019,10:00:27,,NA,0,0,0,0
SE,07/03/2019,10:09:58,8A7,F,0,0,0,0
SE,07/03/2019,10:20:19,8A7,T,0,0,0,0
SE,07/03/2019,10:30:36,3I6,R,0,0,0,0
SE,07/03/2019,10:40:10,1B1,F,0,0,0,0
SE,07/03/2019,10:50:47,1EE5,S,0,0,0,0
SE,07/03/2019,10:58:59,8C3,S,0,0,0,0
SE,07/03/2019,12:21:03,8C3,R,0,0,0,0
SE,07/03/2019,12:31:06,36V,R,0,0,0,0
SE,07/03/2019,12:44:14,6EE6,R,0,0,0,0
SE,07/03/2019,12:50:25,61R,S,0,0,0,0
SE,07/03/2019,13:03:38,7S9,NA,0,0,0,0
SE,07/03/2019,13:10:00,,NA,0,0,0,0
SE,07/03/2019,13:20:04,3P3,R,0,0,0,0
SE,07/03/2019,13:33:49,,NA,0,0,0,0
SE,07/03/2019,13:42:38,,NA,0,0,0,0
SE,07/03/2019,13:49:00,5B0,S,0,0,0,0
SE,07/03/2019,14:00:07,5B0,R,0,0,0,0
JC,08/03/2019,07:30:00,5B2,R,0,0,0,0
JC,08/03/2019,07:40:00,5L2,NA,0,0,0,0
JC,08/03/2019,07:50:00,5L2,T,0,0,0,0
JC,08/03/2019,08:00:49,3M9,CF,0,0,0,0
JC,08/03/2019,08:10:00,7G9,CF,0,0,0,0
JC,08/03/2019,08:20:00,7G9,F,0,0,0,0
JC,08/03/2019,08:30:00,4T5,R,0,0,0,0
JC,08/03/2019,08:40:00,3I3,R,0,0,0,0
JC,08/03/2019,08:50:00,3M9,T,0,0,0,0
JC,08/03/2019,09:00:00,1M1,T,0,0,0,0
JC,08/03/2019,09:10:00,3M9,SX,0,0,0,0
JC,08/03/2019,09:20:50,5EE1,NA,0,0,0,0
JC,08/03/2019,09:30:00,6H9,R,0,0,0,0
JC,08/03/2019,09:40:16,7Q8,S,0,0,0,0
JC,08/03/2019,09:50:13,3I3,R,0,0,0,0
JC,08/03/2019,10:00:27,5K5,R,0,0,0,0
JC,08/03/2019,10:10:00,2I0,S,0,0,0,0
JC,08/03/2019,10:20:00,2I0,R,0,0,0,0
JC,08/03/2019,10:30:00,1Q0,R,0,0,0,0
JC,08/03/2019,10:40:00,5L2,R,0,0,0,0
JC,08/03/2019,10:50:00,5L2,R,0,0,0,0
JC,08/03/2019,11:00:00,5L2,R,0,0,0,0
SE,08/03/2019,07:40:17,,NA,0,0,0,0
SE,08/03/2019,07:51:15,0M1,T,0,0,0,0
SE,08/03/2019,08:00:04,1F2,R,0,0,0,0
SE,08/03/2019,08:12:32,5K8,S,0,0,0,0
SE,08/03/2019,08:20:41,5K8,T,0,0,0,0
SE,08/03/2019,08:30:15,,NA,0,0,0,0
SE,08/03/2019,08:39:55,1F2,CF,0,0,0,0
SE,08/03/2019,08:40:01,5K8,CF,0,0,0,0
SE,08/03/2019,08:50:11,4EE2,CF,0,0,0,0
SE,08/03/2019,08:50:58,81O,CF,0,0,0,0
SE,08/03/2019,08:59:56,19T,CF,0,0,0,0
SE,08/03/2019,09:11:00,,NA,0,0,0,0
SE,08/03/2019,09:19:48,9R6,F,0,0,0,0
SE,08/03/2019,09:30:53,9R6,F,0,0,0,0
SE,08/03/2019,09:40:46,,NA,0,0,0,0
SE,08/03/2019,09:50:46,9R6,F,0,0,0,0
SE,08/03/2019,09:59:58,,NA,0,0,0,0
SE,08/03/2019,10:09:54,2N8,R,0,0,0,0
SE,08/03/2019,10:19:39,2N8,F,0,0,0,0
SE,08/03/2019,10:30:20,0J4,NA,0,0,0,0
SE,08/03/2019,10:39:56,12O,R,0,0,0,0
SE,08/03/2019,10:49:57,7G1,S,0,0,0,0
JC,11/03/2019,07:50:24,2Q9,T,0,0,0,0
JC,11/03/2019,08:10:33,9C8,T,0,0,0,1
JC,11/03/2019,08:20:00,6Q1,R,0,0,0,0
JC,11/03/2019,08:30:00,7H9,SX,0,1,0,0
JC,11/03/2019,08:40:24,1M1,T,0,0,0,0
JC,11/03/2019,08:50:00,9N9,R,0,0,0,0
JC,11/03/2019,09:00:13,5D1,R,0,0,0,0
JC,11/03/2019,09:10:00,2M3,S,1,0,0,0
JC,11/03/2019,09:20:00,9C8,R,0,0,0,0
JC,11/03/2019,09:30:04,1Q0,T,0,0,0,0
JC,11/03/2019,09:40:25,25L,R,0,0,0,0
JC,11/03/2019,09:50:06,5P8,T,0,0,0,0
JC,11/03/2019,10:00:00,1T4,S,0,1,1,0
JC,11/03/2019,10:10:00,4U2,R,0,0,0,0
JC,11/03/2019,10:20:00,30Z,R,0,0,0,0
JC,11/03/2019,10:30:35,1T4,R,0,0,0,0
JC,11/03/2019,10:40:00,1G9,R,1,0,0,0
JC,11/03/2019,10:50:06,5G2,T,0,0,0,0
JC,11/03/2019,12:20:00,7G9,R,0,0,0,0
JC,11/03/2019,12:30:00,7D2,R,0,0,0,0
JC,11/03/2019,12:40:00,6S1,S,0,0,2,0
JC,11/03/2019,12:50:00,6S1,S,0,0,2,0
JC,11/03/2019,13:00:01,30Z,S,0,0,1,0
JC,11/03/2019,13:10:00,3I3,R,0,3,0,2
JC,11/03/2019,13:20:24,6Q1,R,0,0,0,0
JC,11/03/2019,13:30:25,2M3,T,0,0,0,0
JC,11/03/2019,13:40:00,7D2,R,0,0,0,0
JC,11/03/2019,13:50:00,1M1,S,0,1,0,0
JC,11/03/2019,14:00:00,6J3,S,0,1,0,0
SE,11/03/2019,07:52:56,,NA,0,0,0,0
SE,11/03/2019,08:00:02,12O,T,0,0,0,0
SE,11/03/2019,08:10:10,7M8,R,0,0,0,0
SE,11/03/2019,08:19:34,3M8,NA,0,0,0,0
SE,11/03/2019,08:29:28,61R,R,0,3,0,2
SE,11/03/2019,08:42:08,6B8,T,0,0,0,0
SE,11/03/2019,08:49:45,0I9,T,0,1,0,0
SE,11/03/2019,09:00:25,33T,CF,0,3,0,1
SE,11/03/2019,09:09:44,8R6,CF,0,0,0,0
SE,11/03/2019,09:20:09,,NA,0,0,0,0
SE,11/03/2019,09:31:03,2D0,T,0,0,0,0
SE,11/03/2019,09:39:49,9R6,R,1,0,0,0
SE,11/03/2019,09:49:40,32Z,R,1,0,0,0
SE,11/03/2019,09:59:46,32Z,F,1,0,0,0
SE,11/03/2019,10:13:07,32Z,R,1,0,0,0
SE,11/03/2019,10:19:33,32Z,R,0,0,0,0
SE,11/03/2019,10:34:18,32Z,R,1,0,0,0
SE,11/03/2019,10:40:43,32Z,S,1,0,0,0
SE,11/03/2019,10:52:35,8A7,R,1,0,0,0
SE,11/03/2019,10:59:35,1F2,R,0,3,0,1
SE,11/03/2019,12:31:13,2N0,R,0,0,0,0
SE,11/03/2019,12:39:44,5B0,S,0,2,0,2
SE,11/03/2019,12:50:42,8C3,R,0,0,0,0
SE,11/03/2019,13:00:23,MUN,S,1,0,0,0
SE,11/03/2019,13:11:00,MUN,T,1,0,0,0
SE,11/03/2019,13:20:00,MUN,T,1,0,0,0
SE,11/03/2019,13:31:00,MUN,T,1,0,0,0
SE,11/03/2019,13:39:32,MUN,T,1,0,0,0
SE,11/03/2019,13:51:09,3M8,S,1,0,0,0
SE,11/03/2019,14:00:53,2D0,R,1,0,0,0
JC,12/03/2019,07:30:00,5EE1,R,0,0,0,0
JC,12/03/2019,07:40:00,5L2,T,0,0,0,0
JC,12/03/2019,07:50:00,4O6,R,0,0,0,0
JC,12/03/2019,08:00:00,30L,T,0,0,0,0
JC,12/03/2019,08:10:00,1M1,T,0,0,0,1
JC,12/03/2019,08:20:00,7Q8,CF,1,2,0,0
JC,12/03/2019,08:30:00,1M1,R,0,0,0,0
JC,12/03/2019,08:40:11,9Q4,CF,1,0,0,0
JC,12/03/2019,08:50:00,2J6,F,0,0,0,0
JC,12/03/2019,09:00:00,3L7,F,1,0,0,1
JC,12/03/2019,09:10:00,30Z,R,0,0,0,0
JC,12/03/2019,09:20:00,5B2,R,0,0,1,0
JC,12/03/2019,09:27:10,30Z,R,0,0,0,0
JC,12/03/2019,09:30:00,7U9,R,0,1,0,0
JC,12/03/2019,09:50:04,3I3,S,0,2,0,0
JC,12/03/2019,10:00:33,2N1,R,0,0,0,0
JC,12/03/2019,10:10:03,5D1,R,0,0,0,0
JC,12/03/2019,10:20:00,88T,R,0,0,0,0
JC,12/03/2019,10:20:00,5D1,R,0,0,0,0
JC,12/03/2019,10:30:00,1M1,R,0,2,0,1
JC,12/03/2019,10:40:00,5L1,R,0,0,1,0
JC,12/03/2019,11:50:00,1Q0,R,0,0,0,0
JC,12/03/2019,12:10:00,2Q9,R,0,1,0,0
JC,12/03/2019,12:20:05,5G2,T,0,0,0,0
JC,12/03/2019,12:30:00,3I3,R,0,1,0,0
JC,12/03/2019,12:32:12,3L7,R,0,0,0,0
JC,12/03/2019,12:40:17,3L7,R,0,0,0,0
JC,12/03/2019,12:50:00,4D3,R,0,1,0,1
JC,12/03/2019,13:00:32,8S8,T,0,0,0,0
JC,12/03/2019,13:10:00,1T4,S,1,2,0,1
JC,12/03/2019,13:20:00,9C8,R,0,1,0,0
JC,12/03/2019,13:30:00,4D3,R,0,0,0,1
JC,12/03/2019,13:40:00,97V,R,0,1,0,0
JC,12/03/2019,13:40:00,1G9,R,1,0,0,0
JC,12/03/2019,13:50:00,4I8,S,1,0,0,0
SE,12/03/2019,07:40:28,6K5,R,1,0,0,0
SE,12/03/2019,07:50:40,3M8,R,0,0,0,0
SE,12/03/2019,08:00:16,0P9,R,0,0,0,0
SE,12/03/2019,08:09:41,MUN,T,0,0,0,0
SE,12/03/2019,08:20:00,,NA,0,0,0,0
SE,12/03/2019,08:30:06,2N8,R,0,0,0,0
SE,12/03/2019,08:41:43,32Z,T,0,0,0,0
SE,12/03/2019,08:50:39,,NA,0,0,0,0
SE,12/03/2019,09:00:23,,NA,0,0,0,0
SE,12/03/2019,09:09:36,9M5,F,0,0,0,0
SE,12/03/2019,09:19:41,9K9,R,0,0,0,0
SE,12/03/2019,09:32:24,8N5,CF,0,0,1,0
SE,12/03/2019,09:32:26,07D,CF,0,2,0,3
SE,12/03/2019,09:40:37,07D,CF,1,5,0,5
SE,12/03/2019,09:49:24,2D0,F,0,0,0,0
SE,12/03/2019,09:59:06,3I9,F,0,0,0,0
SE,12/03/2019,10:11:41,,NA,0,0,0,0
SE,12/03/2019,10:19:53,9R6,R,1,0,0,0
SE,12/03/2019,10:31:01,9R6,R,1,0,0,0
SE,12/03/2019,10:40:38,9R6,R,1,0,0,0
SE,12/03/2019,10:49:15,07D,F,0,0,0,0
SE,12/03/2019,12:09:40,1B1,S,0,2,0,1
SE,12/03/2019,12:20:21,36V,R,0,0,1,0
SE,12/03/2019,12:29:42,2D0,NA,0,0,0,0
SE,12/03/2019,12:39:46,3M8,F,1,0,0,0
SE,12/03/2019,12:50:17,MUN,T,0,0,0,0
SE,12/03/2019,12:59:36,0M1,S,0,5,0,2
SE,12/03/2019,13:09:56,9K9,R,0,0,0,0
SE,12/03/2019,13:20:05,77I,T,0,0,0,0
SE,12/03/2019,13:30:20,7G1,S,0,1,0,0
SE,12/03/2019,13:40:19,0G8,T,0,0,0,0
SE,12/03/2019,13:49:31,3M2,S,0,0,1,0
SE,12/03/2019,13:59:31,,NA,0,0,0,0
JC,13/03/2019,07:50:06,1G9,R,0,0,0,0
JC,13/03/2019,08:00:00,2M3,T,0,0,0,0
JC,13/03/2019,08:10:00,6P3,T,0,0,0,0
JC,13/03/2019,08:20:01,4D3,T,0,0,0,0
JC,13/03/2019,08:30:00,3M9,CF,0,2,0,2
JC,13/03/2019,08:40:00,7A2,R,0,0,0,0
JC,13/03/2019,08:50:00,5D1,T,0,0,0,0
JC,13/03/2019,09:00:36,97V,R,0,0,0,0
JC,13/03/2019,09:10:00,2N1,R,0,0,0,0
JC,13/03/2019,09:20:19,3L7,R,0,0,0,0
JC,13/03/2019,09:30:26,4I8,CF,0,0,0,1
JC,13/03/2019,09:40:00,5EE1,F,0,0,0,0
JC,13/03/2019,09:50:00,5G2,R,0,0,0,0
JC,13/03/2019,10:00:00,7Q8,R,0,0,0,0
JC,13/03/2019,10:10:00,7G9,CF,0,0,0,0
JC,13/03/2019,10:20:11,3V7,S,1,0,0,0
JC,13/03/2019,10:30:59,76Z,CF,0,0,0,0
JC,13/03/2019,10:40:00,3I3,R,0,0,0,0
JC,13/03/2019,10:50:00,6S6,R,0,0,0,0
JC,13/03/2019,11:00:00,4O5,F,0,0,0,0
JC,13/03/2019,12:20:00,5EE1,CF,0,0,0,0
JC,13/03/2019,12:30:00,5EE1,R,0,0,0,0
JC,13/03/2019,12:40:00,97V,T,0,0,0,1
JC,13/03/2019,12:50:00,76Z,CF,0,0,0,0
JC,13/03/2019,13:00:00,1M1,R,0,0,0,0
JC,13/03/2019,13:10:00,4L9,R,0,0,0,0
JC,13/03/2019,13:20:00,5L2,R,0,0,1,0
JC,13/03/2019,13:30:00,3M9,S,0,1,0,0
JC,13/03/2019,13:40:10,1M1,S,0,1,0,2
JC,13/03/2019,13:50:00,8D6,S,1,0,0,0
JC,13/03/2019,14:00:00,3K4,R,0,0,0,0
SE,13/03/2019,08:01:01,8C3,CF,0,0,0,0
SE,13/03/2019,08:12:34,36V,R,0,0,0,0
SE,13/03/2019,08:19:54,1R7,CF,0,0,0,0
SE,13/03/2019,08:31:31,0H8,T,0,0,0,0
SE,13/03/2019,08:42:07,3M2,F,0,0,0,0
SE,13/03/2019,08:49:18,12O,R,0,2,0,1
SE,13/03/2019,09:01:07,MUN,F,0,1,0,0
SE,13/03/2019,09:09:58,33T,T,0,1,0,0
SE,13/03/2019,09:19:29,8K9,R,0,0,0,0
SE,13/03/2019,09:31:16,04T,T,0,0,0,0
SE,13/03/2019,09:43:30,6R3,F,0,0,0,0
SE,13/03/2019,09:50:06,8N5,T,0,0,0,0
SE,13/03/2019,09:59:46,3I9,F,0,0,0,0
SE,13/03/2019,10:10:00,9R6,R,0,0,0,0
SE,13/03/2019,10:20:08,9R6,R,1,0,0,0
SE,13/03/2019,10:29:48,07D,R,0,0,0,0
SE,13/03/2019,10:39:53,0J4,T,0,0,0,0
SE,13/03/2019,10:50:38,5K8,R,0,1,0,0
SE,13/03/2019,12:19:58,2N2,F,0,0,0,0
SE,13/03/2019,12:29:56,8A7,F,0,0,0,0
SE,13/03/2019,12:39:39,2K6,T,0,0,0,0
SE,13/03/2019,12:49:46,8N5,R,1,0,0,0
SE,13/03/2019,13:04:44,9M5,S,1,0,0,0
SE,13/03/2019,13:09:41,19T,T,0,0,0,0
SE,13/03/2019,13:20:04,7G1,R,0,0,0,0
SE,13/03/2019,13:29:47,MUN,R,1,0,0,0
SE,13/03/2019,13:40:44,MUN,R,0,0,0,0
SE,13/03/2019,13:49:48,6K5,S,0,1,0,1
SE,13/03/2019,13:59:38,61R,S,0,1,0,1
JC,14/03/2019,07:50:00,9C8,R,0,0,0,0
JC,14/03/2019,08:00:26,2M3,CF,0,0,0,0
JC,14/03/2019,08:10:00,7D2,CF,0,0,0,0
JC,14/03/2019,08:10:00,3K4,CF,0,0,0,0
JC,14/03/2019,08:20:00,96Z,NA,0,0,0,0
JC,14/03/2019,08:30:00,2M3,CF,0,0,0,0
JC,14/03/2019,08:40:00,5B2,CF,0,0,0,0
JC,14/03/2019,08:50:11,44T,R,0,0,0,0
JC,14/03/2019,09:00:00,7A2,R,0,0,0,0
JC,14/03/2019,09:10:00,6J3,SX,0,1,0,0
JC,14/03/2019,09:20:00,1Q0,R,0,0,0,0
JC,14/03/2019,09:30:00,3L7,R,0,1,0,0
JC,14/03/2019,09:40:00,97V,S,0,1,0,0
JC,14/03/2019,09:50:22,4D3,R,0,0,0,0
JC,14/03/2019,10:00:00,7U9,S,0,0,1,1
JC,14/03/2019,10:10:00,7U9,R,0,0,0,0
JC,14/03/2019,10:20:00,7A2,R,0,0,0,0
JC,14/03/2019,10:31:15,8D6,NA,0,0,0,0
JC,14/03/2019,10:40:28,5D1,R,0,0,0,0
JC,14/03/2019,10:50:00,8D6,R,0,0,0,0
JC,14/03/2019,12:10:00,8D6,S,0,1,0,1
JC,14/03/2019,12:30:00,9O9,S,0,0,1,0
JC,14/03/2019,12:40:00,3T0,F,0,0,0,1
JC,14/03/2019,12:50:00,5L1,S,1,0,0,0
JC,14/03/2019,13:00:00,2M3,R,0,0,0,0
JC,14/03/2019,13:10:00,3L7,R,0,2,0,2
JC,14/03/2019,13:20:21,5G2,R,0,0,0,0
JC,14/03/2019,13:30:00,5B2,R,0,0,0,0
JC,14/03/2019,13:30:00,7G9,R,0,0,0,0
JC,14/03/2019,13:40:44,3I3,S,0,2,0,2
JC,14/03/2019,13:50:00,30Z,R,0,0,0,0
JC,14/03/2019,14:00:00,4I8,R,0,0,0,0
SE,14/03/2019,07:59:13,,NA,0,0,0,0
SE,14/03/2019,08:00:14,93R,F,0,0,0,0
SE,14/03/2019,08:09:56,9K9,F,0,2,1,0
SE,14/03/2019,08:20:11,4EE2,R,0,1,0,0
SE,14/03/2019,08:30:19,5K8,F,0,0,0,1
SE,14/03/2019,08:40:36,9F9,F,0,0,0,0
SE,14/03/2019,08:50:30,MUN,T,0,0,0,0
SE,14/03/2019,09:00:22,,NA,0,0,0,0
SE,14/03/2019,09:10:26,07D,F,0,0,0,0
SE,14/03/2019,09:20:20,81O,R,0,3,0,2
SE,14/03/2019,09:30:14,9K9,R,0,0,0,0
SE,14/03/2019,09:40:26,8K9,R,0,0,0,0
SE,14/03/2019,09:52:10,8K9,R,0,0,0,0
SE,14/03/2019,10:00:40,9M5,F,0,0,0,0
SE,14/03/2019,10:09:46,9M5,F,0,0,0,0
SE,14/03/2019,10:24:18,3I6,R,1,0,0,0
SE,14/03/2019,10:30:23,4K7,T,0,0,0,2
SE,14/03/2019,10:39:43,9F9,R,0,0,0,0
SE,14/03/2019,10:50:25,2O1,R,0,0,0,0
SE,14/03/2019,10:59:41,8N5,S,1,0,0,0
SE,14/03/2019,12:30:55,4EE2,R,0,3,2,0
SE,14/03/2019,12:40:10,7G1,T,0,0,0,0
SE,14/03/2019,12:52:16,,NA,0,0,0,0
SE,14/03/2019,13:00:21,04T,T,0,0,0,0
SE,14/03/2019,13:09:49,0H8,R,0,0,0,0
SE,14/03/2019,13:20:00,1R7,S,No Value,0,2,0
SE,14/03/2019,13:29:34,32Z,R,No Value,0,1,0
SE,14/03/2019,13:39:59,9K9,F,0,0,0,0
SE,14/03/2019,13:49:26,9K9,R,0,0,0,0
SE,14/03/2019,14:00:18,07D,R,0,0,0,0
JC,15/03/2019,07:30:01,88T,R,0,0,0,0
JC,15/03/2019,07:40:00,5Q1,R,0,0,1,0
JC,15/03/2019,07:50:00,2M3,T,0,0,0,0
JC,15/03/2019,08:00:00,6S6,CF,0,0,0,0
JC,15/03/2019,08:10:00,9N9,CF,0,0,0,0
JC,15/03/2019,08:30:00,5B2,CF,0,0,0,0
JC,15/03/2019,08:40:00,7H9,R,0,0,0,1
JC,15/03/2019,08:50:00,4P8,R,0,0,0,0
JC,15/03/2019,09:00:00,97V,SX,0,1,0,0
JC,15/03/2019,09:10:22,1M1,R,0,0,0,0
JC,15/03/2019,09:20:00,30Z,R,0,0,0,0
JC,15/03/2019,09:30:00,4L9,R,0,0,0,0
JC,15/03/2019,09:40:00,3M9,R,0,1,0,1
JC,15/03/2019,09:50:00,8D6,R,0,0,0,0
JC,15/03/2019,10:00:00,7H9,R,0,0,0,2
JC,15/03/2019,10:10:00,44T,T,0,0,0,0
JC,15/03/2019,10:20:00,5B2,CF,0,0,0,0
JC,15/03/2019,10:30:00,5EE1,R,0,0,0,0
JC,15/03/2019,10:50:00,2I0,S,0,0,0,1
SE,15/03/2019,07:43:02,1S4,CF,0,0,0,0
SE,15/03/2019,07:50:00,04T,CF,0,1,0,0
SE,15/03/2019,07:59:45,2N0,CF,0,0,0,0
SE,15/03/2019,08:00:37,2D0,CF,0,0,0,0
SE,15/03/2019,08:09:28,8O5,CF,0,0,0,0
SE,15/03/2019,08:19:30,12O,F,1,0,0,0
SE,15/03/2019,08:29:55,8A7,R,No Value,0,0,0
SE,15/03/2019,08:40:05,6R3,F,0,0,0,0
SE,15/03/2019,08:49:42,6R3,F,0,0,0,0
SE,15/03/2019,09:01:41,9M5,F,0,0,0,0
SE,15/03/2019,09:09:48,0P9,R,0,0,0,0
SE,15/03/2019,09:19:55,0P9,R,0,0,0,0
SE,15/03/2019,09:29:53,19T,T,1,2,1,0
